Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint,Type de Système(s) Proposé(s)
5698,,CHROMALLOY (Thailand),HPC Tip Weld blending Study,90%  Verbal or written agreement,Verbal Agreement,90,25/10/2019,60% Hot Proposal,1/10/2019,,6,31,119,0,38,533,0,45,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05698&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5807,,GFMS Liechti Engineering AG,GFMS Liechti Engineering AG-,10% Project identified,Opportunity GO,15,25/10/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05807&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5606,,Airfoil Services Sdn. Bhd. (ASSB),HPC Weld Blend & Profiling Study,50% Leading,Develop Budgetary Proposal,30,25/10/2019,,1/10/2018,,6,31,119,,38,533,,45,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05606&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5558,,Lutsk Repair Plant Motor,"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,Budgetary Submitted,40,25/10/2019,,,,395,200,277,0,269,852,113,228,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05558&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5308,,AECC Chengdu,One (1) Fan Blade Robotic Polishing and Profiling System,60% Short listed,Develop Fixed Price Proposal,50,27/10/2019,,,,511,575,762,88,975,700,,523,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05308&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5445,,ITOCHU Machine Tools,Polishing and profiling study,10% Project identified,R.O.M. Submitted,25,8/11/2019,,,,,,,,,,,,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05445&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5495,,INMAT,TiAl blade polishing study (support  Sterna),10% Project identified,Develop Fixed Price Proposal,50,9/11/2019,,,,2,,,,18,328,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05495&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5916,,GEA CELMA,One (1) Fan Blade robotic profiling & LE erosion removal systems,60% Short listed,Budgetary Submitted,40,15/11/2019,,,,508,170,448,8,380,522,208,312,RE-Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05916&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 800 (Système de Profilage ou Re-Profilage d;aubes FAN)
5426,,CHROMALLOY (Thailand),One (1) HPC Weld Blending & Profiling System,30% Preliminary analysis,R.O.M. Submitted,25,24/11/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05426&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5607,,Airfoil Services Sdn. Bhd. (ASSB),One (1) HPC Weld Blending & Profiling System,30% Preliminary analysis,R.O.M. Submitted,25,25/11/2019,,,,,,,,,,,,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05607&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
4925,,Rolls-Royce Derby,One (1) Turbines Thin Trailing Edge profiling cell IPT (ITP),50% Leading,R.O.M. Submitted,25,29/11/2019,,22/12/2018,24,,100,200,200,150,600,,150,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04925&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5725,,SAESL,Fan blade reprofilling,10% Project identified,Opportunity GO,15,29/11/2019,,,,,,,,,,,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05725&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 800 (Système de Profilage ou Re-Profilage d;aubes FAN)
5376,,DDF (Da Doug Feng),"One (1) ""COMBI"" Robotic Polishing and Profiling System",50% Leading,Budgetary Submitted,40,30/11/2019,,,26,919,290,434,0,454,985,102,480,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05376&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5732,,Rolls-Royce Derby,Blisk blending and reprofiling system,10% Project identified,Go/No-Go,10,13/12/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05732&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5594,,Rolls-Royce Derby,One (1) Compressor blade Polishing System (Iain W.),30% Preliminary analysis,R.O.M. Submitted,25,20/12/2019,,3/9/2018,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05594&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5580,,CHROMALLOY (Thailand),"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,R.O.M. Submitted,25,20/12/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05580&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5579,,CHROMALLOY (Thailand),HPC AM polishing & Profiling Study,75% Choosen,Proposal Submitted,60,20/12/2019,60% Hot Proposal,1/10/2019,19,5,0,50,0,23,348,0,0,Weld & A.M. Blending,RE-Profiling,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05579&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5924,,Corrtech Energy Limited,"One (1) ""COMBI"" Robotic Polishing and Profiling System",10% Project identified,Develop Budgetary Proposal,30,20/12/2019,,,27,355,166,243,8,286,582,157,290,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05924&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5531,,AECC South Industry,Small blade Profiling & Polishing Study,30% Preliminary analysis,Develop Fixed Price Proposal,50,27/12/2019,,,,8,0,111,0,72,748,0,0,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05531&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
,R-xxxx,Airfoil Services Sdn. Bhd. (ASSB),Tip Blending System,10% Project identified,Go/No-Go,10,30/12/2019,,,,,,,,,,,,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-xxxx&v=search"" target=""_blank"">SharePoint Reference</a>",
5750,,AECC BIAM,HPT blade blending polishing and TTE study (support a Sterna),50% Leading,R.O.M. Submitted,25,10/1/2020,,,,,,,,,,,,Controlled Polishing,Pin Blending,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05750&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5400,,AECC South Industry,"One (1) ""COMBI"" Robotic Polishing and Profiling System",10% Project identified,R.O.M. Submitted,25,15/01/2020,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05400&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5721,,AECC Shenyang,"One (1) ""COMBI"" Robotic Polishing and Profiling System",50% Leading,R.O.M. Submitted,25,16/01/2020,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05721&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5375,,AECC Chengdu,"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,Budgetary Submitted,40,17/01/2020,,,,431,132,287,16,335,916,102,208,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05375&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5444,,ITOCHU Machine Tools,"One (1) ""COMBI"" Robotic Polishing and Profiling System",10% Project identified,R.O.M. Submitted,25,28/02/2020,,,,,,,,,,,,Cosmetic Polishing,Adaptive Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05444&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5720,,AECC BIAM,HPT blade blending + polishing and TTE cell,50% Leading,R.O.M. Submitted,25,28/02/2020,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05720&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5857,,Natesan Synchrocones Pvt. Ltd.,"One (1) ""COMBI"" Robotic Polishing and Profiling System",10% Project identified,Opportunity GO,15,6/3/2020,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05857&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5527,,Ivchenko-Progress,"One (1) ""COMBI"" Robotic Polishing and Profiling System - R2",60% Short listed,Proposal Submitted,60,27/03/2020,,,25,396,219,497,0,222,1022,260,224,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05527&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5772,,Hanwha Aerospace Co. LTD,One (1) Mid-Sized Robotic Polishing and Profiling System,10% Project identified,Budgetary Submitted,40,30/04/2020,,,36,858,279,525,0,953,812,114,795,Controlled Polishing,Profiling,Cosmetic Polishing,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05772&v=search"" target=""_blank"">SharePoint Reference</a>",Système Mid-Sized Polissage & Profilage
5455,,Wuxi Turbine Blade Co. Ltd.,"One (1) ""COMBI"" Robotic Polishing and Profiling System",50% Leading,Negotiation/Review,75,1/5/2020,,,25,387,161,284,0,328,890,102,246,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05455&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5749,,INMAT,"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,R.O.M. Submitted,25,8/5/2020,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05749&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
4923,,Rolls-Royce Derby,Thin Trailing Edge Feasibility  Study on LPT,30% Preliminary analysis,R.O.M. Submitted,25,1/6/2020,,6/10/2018,12,,,40,,20,160,,,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04923&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5414,,Rolls-Royce ABCF Rotherham,ABCF IP+HP Turbine blade pins removal and polishing cell order #2 (14 systems),60% Short listed,R.O.M. Submitted,25,19/06/2020,,16/09/2019,,,,,,,,,,Pin Blending,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05414&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5724,,Skyrizon,"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,R.O.M. Submitted,25,26/06/2020,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05724&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5971,,XRA (Xi?an XR Aero-Components Co.; Ltd),"One (1) ""COMBI"" Robotic Polishing and Profiling System",10% Project identified,R.O.M. Submitted,25,26/06/2020,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05971&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5734,,Rolls-Royce Derby,Fan blade blending and reprofiling study,10% Project identified,R.O.M. Submitted,25,6/7/2020,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05734&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5543,,Rolls-Royce Derby,Ultra Fan Turbines Thin Trailing Edge profiling cell (PCF) test sur HT3,10% Project identified,Opportunity GO,15,17/07/2020,,,30,362,658,426,370,797,1098,,623,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05543&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5862,,AVIC (Beijing) Manufacturing Technology Research Institute,ACAE;s CJ-1000 fan blade profiling,30% Preliminary analysis,Budgetary Submitted,40,31/07/2020,,,,493,171,478,8,267,920,208,198,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05862&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 800 (Système de Profilage ou Re-Profilage d;aubes FAN)
5645,,Rolls-Royce Montreal,One (1) XWB Fan blade RE-Profiling Robotic System,30% Preliminary analysis,Develop Budgetary Proposal,30,7/8/2020,,,,,,,,,,,,RE-Profiling,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05645&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5307,,AECC Xian,HPC profiling,10% Project identified,R.O.M. Submitted,25,21/08/2020,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05307&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5646,,Rolls-Royce Montreal,XWB Fan blade ultrasonic skin measurement study,30% Preliminary analysis,Develop R.O.M. Estimate,20,30/08/2020,,,,,,,,,,,,RE-Profiling,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05646&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5305,,Senior Aerospace (Thailand) Ltd.,One (1) LE and TE Robotic Profiling System,30% Preliminary analysis,Proposal Submitted,60,20/09/2020,,21/01/2019,26,244,229,260,18,453,358,629,211,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05305&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5739,,Rolls-Royce Derby,One (1) Turbines Thin Trailing Edge Profiling cell LPT (ABCF),30% Preliminary analysis,R.O.M. Submitted,25,25/09/2020,,22/12/2018,24,,100,200,200,150,600,,150,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05739&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5752,,Hyatech,(2) Compressor Blade Robotic Profiling Cells,10% Project identified,R.O.M. Submitted,25,26/09/2020,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,27/11/2020,24,483,482,300,4,569,354,170,244,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05752&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5746,,DDF (Da Doug Feng),"Two (2) ""COMBI"" Robotic Polishing & Profiling Systems (second order)",10% Project identified,Budgetary Submitted,40,19/10/2020,,,26,919,290,434,0,454,985,102,480,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05746&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
,4396-1,MIRALIS,Étude de robotisation du plancher de production,90%  Verbal or written agreement,Closed Won,100,17/06/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4396-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4378-1,Revision Military - Montreal,multi-stage press concept feasibility assessment,90%  Verbal or written agreement,Closed Won,100,30/06/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4378-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4394-1,Bluemed,Distributrice à Couvre-chaussures - Concept à Cartouches,60% Short listed,Closed Won,100,30/06/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4394-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4408-1,MIRALIS,Banc de tests de polissage de panneaux de bois,90%  Verbal or written agreement,Closed Won,100,10/8/2015,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4408-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4397-1,MDA Corporation,Amélioration-Optimisation machine de perçage,90%  Verbal or written agreement,Closed Won,100,10/8/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4397-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4291-1,CANADIAN MALARTIC,Validation Sulfate de Zinc pour Canadian Malartic,90%  Verbal or written agreement,Closed Won,100,19/08/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4291-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,4427-1,Pratt & Whitney AutoAir - Lansing,Fan Blade Erosion Coating Data Monitoring & Logging,100% Closed Won,Closed Won,100,8/1/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4427-1&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1581,Pratt & Whitney Canada Halifax,ELB Phase 3,100% Closed Won,Closed Won,100,23/03/2016,90% Verbal Agreement ou R.O.I. validé par DODE,4/4/2016,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1581&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
4734,,Valiant,Centris CTTQ2720,90%  Verbal or written agreement,Closed Won,100,22/07/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04734&v=search"" target=""_blank"">SharePoint Reference</a>",
4500,,Pratt & Whitney Canada Halifax,Pre-Compensation Software,100% Closed Won,Closed Won,100,17/08/2016,90% Verbal Agreement ou R.O.I. validé par DODE,25/07/2016,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04500&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-4430,Pratt & Whitney Canada Halifax,One (1) New ?+1 Grinder? ELB Automation System R5,100% Closed Won,Closed Won,100,5/6/2017,90% Verbal Agreement ou R.O.I. validé par DODE,17/07/2017,30,276,276,188,0,632,0,6,679,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-4430&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
